,Movie Title,Year,Content Rating,Budget_ADJ,Gross_Income_ADJ,Director,IMDB Score
3348,Whiplash ,2014,R,"$3,416,869.42","$13,555,652.88",Damien Chazelle,8.5
3349,City of God ,2002,R,"$4,496,364.65","$10,305,391.18",Fernando Meirelles,8.7
3350,Human Traffic ,1999,R,"$3,236,878.75","$153,394.21",Justin Kerrigan,7.1
3351,The Hunt ,2012,R,"$4,056,970.13","$652,283.93",Thomas Vinterberg,8.3
3352,Bella ,2006,PG-13,"$4,012,380.95","$9,858,598.73",Alejandro Monteverde,7.4
3353,Maria Full of Grace ,2004,R,"$3,892,853.36","$8,456,832.05",Joshua Marston,7.5
3354,Beginners ,2010,R,"$3,597,167.70","$6,493,240.67",Mike Mills,7.2
3355,Animal House ,1978,R,"$11,278,527.61","$532,346,503.07",John Landis,7.6
3356,Goldfinger ,1964,Approved,"$23,721,290.32","$404,052,645.16",Guy Hamilton,7.8
3357,Trainspotting ,1996,R,"$5,467,941.36","$25,780,226.51",Danny Boyle,8.2
3358,The Original Kings of Comedy ,2000,R,"$4,270,383.28","$54,330,694.27",Spike Lee,6.6
3359,Paranormal Activity 2 ,2010,R,"$3,372,344.72","$95,268,607.91",Tod Williams,5.7
3360,Waking Ned Devine ,1998,PG,"$4,511,411.04","$37,277,499.21",Kirk Jones,7.4
3361,Bowling for Columbine ,2002,R,"$5,450,138.97","$28,946,932.04",Michael Moore,8.0
3362,A Nightmare on Elm Street 2: Freddy's Revenge ,1985,R,"$5,011,747.21","$68,342,007.43",Jack Sholder,5.4
3363,A Room with a View ,1985,Unrated,"$6,834,200.74","$47,763,418.00",James Ivory,7.4
3364,The Purge ,2013,R,"$3,156,634.06","$67,787,295.89",James DeMonaco,5.7
3365,Sinister ,2012,R,"$3,202,871.16","$51,306,728.98",Scott Derrickson,6.8
3366,Martin Lawrence Live: Runteldat ,2002,R,"$4,087,604.22","$26,138,886.92",David Raynr,5.4
3367,Air Bud ,1997,PG,"$4,581,682.24","$37,615,482.93",Charles Martin Smith,5.1
3368,Jason Lives: Friday the 13th Part VI ,1986,R,"$6,709,489.05","$43,549,184.41",Tom McLoughlin,5.9
3369,The Bridge on the River Kwai ,1957,PG,"$26,169,395.02","$237,269,181.49",David Lean,8.2
3370,Spaced Invaders ,1990,PG,"$5,626,319.82","$28,824,711.05",Patrick Read Johnson,5.3
3371,Jason Goes to Hell: The Final Friday ,1993,R,"$4,240,830.45","$27,031,168.64",Adam Marcus,4.3
3372,Dave Chappelle's Block Party ,2005,R,"$3,765,284.18","$14,677,740.42",Michel Gondry,7.2
3373,Next Day Air ,2009,R,"$3,427,660.50","$11,445,005.24",Benny Boom,5.9
3374,Phat Girlz ,2006,PG-13,"$3,647,619.05","$8,583,500.54",Nnegest Likké,3.0
3375,Before Midnight ,2013,R,"$3,156,634.06","$8,538,176.38",Richard Linklater,7.9
3376,Teen Wolf Too ,1987,PG,"$6,473,239.44","$17,021,821.12",Christopher Leitch,3.2
3377,Phantasm II ,1988,R,"$6,216,060.86","$15,090,215.02",Don Coscarelli,6.5
3378,Real Women Have Curves ,2002,PG-13,"$4,087,604.22","$7,963,918.82",Patricia Cardoso,7.0
3379,East Is East ,1999,R,"$2,795,486.19","$6,136,308.48",Damien O'Donnell,6.9
3380,Whipped ,2000,R,"$4,270,383.28","$5,896,697.54",Peter M. Cohen,4.4
3381,Kama Sutra: A Tale of Love ,1996,R,"$4,686,806.88","$6,419,511.58",Mira Nair,6.0
3382,Warlock: The Armageddon ,1993,R,"$5,088,996.54","$6,620,239.98",Anthony Hickox,5.3
3383,8 Heads in a Duffel Bag ,1997,R,"$4,581,682.24","$5,436,914.32",Tom Schulman,5.3
3384,Thirteen Conversations About One Thing ,2001,R,"$6,228,345.57","$4,550,062.49",Jill Sprecher,7.1
3385,Jawbreaker ,1999,R,"$5,149,579.83","$4,519,781.80",Darren Stein,5.4
3386,Basquiat ,1996,R,"$5,155,487.57","$4,627,426.60",Julian Schnabel,6.9
3387,Tsotsi ,2005,R,"$3,765,284.18","$3,655,291.44",Gavin Hood,7.3
3388,DysFunktional Family ,2003,R,"$3,996,521.74","$2,962,741.46",George Gallo,6.6
3389,Tusk ,2014,R,"$3,106,244.93","$1,886,508.49",Kevin Smith,5.4
3390,Oldboy ,2003,R,"$3,996,521.74","$2,905,857.63",Chan-wook Park,8.4
3391,Letters to God ,2010,PG,"$3,934,402.17","$3,202,128.99",David Nixon,6.3
3392,Hobo with a Shotgun ,2011,Not Rated,"$3,269,152.97","$766,073.69",Jason Eisener,6.1
3393,Bachelorette ,2012,R,"$3,202,871.16","$446,552.84",Leslye Headland,5.3
3394,Tim and Eric's Billion Dollar Movie ,2012,R,"$3,202,871.16","$214,382.05",Tim Heidecker,5.3
3395,The Gambler ,2014,R,"$25,885,374.43","$34,822,269.92",Rupert Wyatt,6.0
3396,Summer Storm ,2004,R,"$3,503,568.03","$123,294.45",Marco Kreuzpaintner,7.4
3397,Chain Letter ,2009,R,"$5,712,767.49","$163,385.15",Deon Taylor,4.1
3398,Just Looking ,1999,R,"$4,413,925.57","$58,634.59",Jason Alexander,6.7
3399,The Divide ,2011,R,"$3,269,152.97","$23,973.79",Xavier Gens,5.8
3400,Alice in Wonderland ,2010,PG,"$224,822,981.25","$375,662,571.52",Tim Burton,6.5
3401,Cinderella ,2015,PG,"$98,247,805.01","$208,024,895.83",Kenneth Branagh,7.0
3402,Central Station ,1998,R,"$4,361,030.67","$8,414,425.22",Walter Salles,8.0
3403,Boynton Beach Club ,2005,R,"$1,882,642.09","$3,920,600.90",Susan Seidelman,6.5
3404,High Tension ,2003,Unrated,"$2,930,782.61","$4,856,357.41",Alexandre Aja,6.8
3405,Hustle & Flow ,2005,R,"$10,040,757.81","$27,865,156.25",Craig Brewer,7.4
3406,Some Like It Hot ,1959,Not Rated,"$24,291,712.09","$210,584,192.44",Billy Wilder,8.3
3407,Friday the 13th Part VII: The New Blood ,1988,R,"$5,801,656.80","$39,720,630.98",John Carl Buechler,5.3
3408,The Wizard of Oz ,1939,Passed,"$49,376,690.65","$391,532,680.10",Victor Fleming,8.1
3409,Young Frankenstein ,1974,PG,"$13,921,622.72","$429,084,300.20",Mel Brooks,8.0
3410,Diary of the Dead ,2007,R,"$2,364,402.77","$1,126,188.69",George A. Romero,5.7
3411,Ulee's Gold ,1997,R,"$4,123,514.02","$13,828,641.05",Victor Nunez,7.1
3412,Blazing Saddles ,1974,R,"$12,927,221.10","$594,154,969.57",Mel Brooks,7.8
3413,Friday the 13th: The Final Chapter ,1984,R,"$4,246,544.75","$76,909,643.89",Joseph Zito,5.9
3414,Maurice ,1987,R,"$5,610,140.85","$6,755,023.86",James Ivory,7.8
3415,The Astronaut's Wife ,1999,R,"$50,024,489.80","$15,676,175.84",Rand Ravich,5.3
3416,Timecrimes ,2007,R,"$3,073,723.61","$45,051.33",Nacho Vigalondo,7.2
3417,A Haunted House ,2013,R,"$2,630,528.38","$42,132,313.42",Michael Tiddes,5.1
3418,2016: Obama's America ,2012,PG,"$2,669,059.30","$35,605,196.56",Dinesh D'Souza,5.1
3419,Halloween II ,2009,R,"$17,138,302.48","$38,145,437.36",Rob Zombie,4.9
3420,That Thing You Do! ,1996,PG,"$40,618,992.99","$40,321,869.74",Tom Hanks,6.9
3421,Halloween III: Season of the Witch ,1982,R,"$6,350,259.07","$36,577,492.23",Tommy Lee Wallace,4.6
3422,Kevin Hart: Let Me Explain ,2013,R,"$2,630,528.38","$33,913,726.24",Leslie Small,6.7
3423,My Own Private Idaho ,1991,R,"$4,499,265.79","$11,520,524.82",Gus Van Sant,7.1
3424,Garden State ,2004,R,"$3,244,044.47","$34,752,440.14",Zach Braff,7.6
3425,Before Sunrise ,1995,R,"$4,020,997.38","$8,685,354.33",Richard Linklater,8.1
3426,Jesus' Son ,1999,R,"$3,678,271.31","$1,886,341.12",Alison Maclean,7.0
3427,Robot & Frank ,2012,PG-13,"$2,669,059.30","$3,550,530.01",Jake Schreier,7.1
3428,My Life Without Me ,2003,R,"$2,664,347.83","$526,997.34",Isabel Coixet,7.6
3429,The Spectacular Now ,2013,R,"$2,630,528.38","$7,209,719.57",James Ponsoldt,7.1
3430,Religulous ,2008,R,"$2,846,221.37","$14,795,424.89",Larry Charles,7.7
3431,Fuel ,2008,Not Rated,"$2,846,221.37","$197,849.96",Joshua Tickell,7.6
3432,Dodgeball: A True Underdog Story ,2004,PG-13,"$25,952,355.74","$148,348,949.33",Rawson Marshall Thurber,6.7
3433,Eye of the Dolphin ,2006,PG-13,"$3,039,682.54","$87,426.13",Michael D. Sellers,5.7
3434,8: The Mormon Proposition ,2010,R,"$2,810,287.27","$112,244.00",Reed Cowan,7.1
3435,The Other End of the Line ,2008,PG-13,"$15,938,839.68","$131,499.98",James Dodson,6.2
3436,Anatomy ,2000,R,"$11,957,073.17","$8,149.31",Stefan Ruzowitzky,6.1
3437,Sleep Dealer ,2008,PG-13,"$2,846,221.37","$86,214.32",Alex Rivera,5.9
3438,Super ,2010,R,"$2,810,287.27","$362,141.49",James Gunn,6.8
3439,Get on the Bus ,1996,R,"$3,749,445.51","$8,953,524.33",Spike Lee,6.8
3440,Thr3e ,2006,PG-13,"$2,918,095.24","$1,190,227.82",Robby Henson,5.1
3441,This Is England ,2006,Unrated,"$1,823,809.52","$398,707.86",Shane Meadows,7.7
3442,Go for It! ,2011,PG-13,"$2,669,808.26","$194,775.04",Carmen Marron,3.9
3443,Friday the 13th Part III ,1982,R,"$10,160,414.51","$91,951,751.30",Steve Miner,5.7
3444,Friday the 13th: A New Beginning ,1985,R,"$5,011,747.21","$48,522,825.28",Danny Steinmann,4.7
3445,The Last Sin Eater ,2007,PG-13,"$2,600,843.05","$448,814.48",Michael Landon Jr.,5.9
3446,The Best Years of Our Lives ,1946,Not Rated,"$26,397,538.46","$297,286,564.10",William Wyler,8.1
3447,Elling ,2001,R,"$21,453,190.29","$433,819.49",Petter Næss,7.6
3448,From Russia with Love ,1963,Approved,"$16,020,915.03","$198,659,346.41",Terence Young,7.5
3449,The Toxic Avenger Part II ,1989,R,"$4,546,580.65","$1,567,514.73",Michael Herz,5.1
3450,It Follows ,2014,R,"$2,070,829.95","$15,192,955.62",David Robert Mitchell,6.9
3451,Mad Max 2: The Road Warrior ,1981,R,"$5,393,179.32","$24,277,426.36",George Miller,7.6
3452,The Legend of Drunken Master ,1994,R,"$3,307,962.21","$19,097,763.97",Chia-Liang Liu,7.6
3453,Boys Don't Cry ,1999,R,"$2,942,617.05","$16,969,991.59",Kimberly Peirce,7.6
3454,Silent House ,2011,R,"$2,179,435.31","$13,681,655.82",Chris Kentis,5.3
3455,The Lives of Others ,2006,R,"$2,431,746.03","$13,720,709.94",Florian Henckel von Donnersmarck,8.5
3456,Courageous ,2011,PG-13,"$2,179,435.31","$37,619,473.78",Alex Kendrick,7.0
3457,The Triplets of Belleville ,2003,PG-13,"$12,655,652.17","$9,328,221.44",Sylvain Chomet,7.8
3458,Smoke Signals ,1998,PG-13,"$3,007,607.36","$10,104,508.07",Chris Eyre,7.2
3459,Before Sunset ,2004,R,"$3,503,568.03","$7,516,868.87",Richard Linklater,8.0
3460,Amores Perros ,2000,R,"$2,846,922.18","$7,663,678.22",Alejandro G. Iñárritu,8.1
3461,Thirteen ,2003,R,"$1,998,260.87","$6,127,573.70",Catherine Hardwicke,6.8
3462,Winter's Bone ,2010,R,"$2,248,229.81","$7,342,146.39",Debra Granik,7.2
3463,Me and You and Everyone We Know ,2005,R,"$2,510,189.45","$4,876,211.19",Miranda July,7.4
3464,We Are Your Friends ,2015,R,"$2,068,374.84","$3,712,743.18",Max Joseph,6.1
3465,Harsh Times ,2005,R,"$2,510,189.45","$4,186,793.94",David Ayer,7.0
3466,Captive ,2015,PG-13,"$2,068,374.84","$2,645,108.07",Jerry Jameson,5.3
3467,Full Frontal ,2002,R,"$2,725,069.48","$3,415,119.75",Steven Soderbergh,4.7
3468,Witchboard ,1986,R,"$4,472,992.70","$16,481,575.82",Kevin Tenney,5.7
3469,Hamlet ,1996,PG-13,"$28,120,841.30","$6,896,691.01",Kenneth Branagh,7.8
3470,Shortbus ,2006,Unrated,"$2,431,746.03","$2,412,751.66",John Cameron Mitchell,6.5
3471,Waltz with Bashir ,2008,R,"$1,707,732.82","$2,599,483.58",Ari Folman,8.0
3472,"The Book of Mormon Movie, Volume 1: The Journey ",2003,PG-13,"$2,664,347.83","$1,463,025.36",Gary Rogers,3.3
3473,The Diary of a Teenage Girl ,2015,R,"$2,068,374.84","$1,527,496.89",Marielle Heller,6.9
3474,In the Shadow of the Moon ,2007,PG,"$2,364,402.77","$1,340,674.30",David Sington,8.1
3475,Inside Deep Throat ,2005,NC-17,"$2,510,189.45","$820,356.27",Fenton Bailey,6.8
3476,The Virginity Hit ,2010,R,"$3,821,990.68","$601,681.38",Huck Botko,4.6
3477,House of D ,2004,PG-13,"$7,785,706.72","$481,521.31",David Duchovny,7.0
3478,Six-String Samurai ,1998,PG-13,"$3,007,607.36","$187,214.54",Lance Mungia,6.7
3479,Saint John of Las Vegas ,2009,R,"$4,341,703.30","$115,019.72",Hue Rhodes,5.8
3480,Stonewall ,2015,R,"$13,961,530.19","$192,724.96",Roland Emmerich,4.5
3481,London ,2005,R,"$17,571.33","$15,898.28",Hunter Richards,6.6
3482,Sherrybaby ,2006,R,"$2,431,746.03","$241,237.72",Laurie Collyer,6.6
3483,Stealing Harvard ,2002,PG-13,"$34,063,368.54","$19,039,422.81",Bruce McCulloch,5.1
3484,Gangster's Paradise: Jerusalema ,2008,R,"$2,276,977.10","$5,644.63",Ralph Ziman,7.8
3485,The Lady from Shanghai ,1947,Not Rated,"$25,281,434.98","$87,133.02",Orson Welles,7.7
3486,The Ghastly Love of Johnny X ,2012,Not Rated,"$2,135,247.44","$2,600.73",Paul Bunnell,5.7
3487,River's Edge ,1986,R,"$4,249,343.07","$10,287,883.21",Tim Hunter,7.1
3488,Northfork ,2003,PG-13,"$2,531,130.43","$1,892,456.95",Michael Polish,6.4
3489,Buried ,2010,R,"$3,372,344.72","$1,156,329.79",Rodrigo Cortés,7.0
3490,One to Another ,2006,Unrated,"$1,702,222.22","$22,414.62",Pascal Arnold,5.8
3491,Carrie ,2013,R,"$31,566,340.57","$37,107,936.87",Kimberly Peirce,5.9
3492,A Nightmare on Elm Street ,1984,X,"$4,246,544.75","$62,530,371.51",Wes Craven,7.5
3493,Man on Wire ,2008,PG-13,"$1,138,488.55","$3,367,624.08",James Marsh,7.8
3494,Brotherly Love ,2015,R,"$1,964,956.10","$459,224.72",Jamal Hill,7.2
3495,The Last Exorcism ,2010,PG-13,"$2,023,406.83","$46,077,531.83",Daniel Stamm,5.6
3496,El crimen del padre Amaro ,2002,R,"$2,452,562.53","$7,779,550.16",Carlos Carrera,6.8
3497,Beasts of the Southern Wild ,2012,PG-13,"$1,921,722.69","$13,648,925.46",Benh Zeitlin,7.3
3498,Songcatcher ,2000,PG-13,"$2,562,229.97","$4,342,885.84",Maggie Greenwald,7.3
3499,Run Lola Run ,1998,R,"$5,263,312.88","$10,928,628.58",Tom Tykwer,7.8
3500,May ,2002,R,"$681,267.37","$198,303.31",Lucky McKee,6.7
3501,In the Bedroom ,2001,R,"$2,352,930.55","$49,713,864.01",Todd Field,7.5
3502,I Spit on Your Grave ,2010,R,"$2,248,229.81","$103,869.34",Steven R. Monroe,6.3
3503,"Happy, Texas ",1999,PG-13,"$2,501,224.49","$2,859,707.34",Mark Illsley,6.3
3504,My Summer of Love ,2004,R,"$2,205,950.24","$1,287,545.68",Pawel Pawlikowski,6.8
3505,The Lunchbox ,2013,PG,"$1,052,211.35","$4,452,432.34",Ritesh Batra,7.8
3506,Yes ,2004,R,"$1,297,617.79","$513,902.06",Sally Potter,6.9
3507,Caramel ,2007,PG,"$1,536,861.80","$1,253,832.15",Nadine Labaki,7.2
3508,Mississippi Mermaid ,1969,R,"$10,686,430.52","$179,618.86",François Truffaut,7.2
3509,I Love Your Work ,2003,R,"$2,198,086.96","$3,437.01",Adam Goldberg,5.4
3510,Dawn of the Dead ,2004,R,"$33,738,062.47","$76,411,047.39",Zack Snyder,7.4
3511,Waitress ,2007,PG-13,"$2,364,402.77","$22,541,779.82",Adrienne Shelly,7.1
3512,Bloodsport ,1988,R,"$2,279,222.32","$24,462,518.08",Newt Arnold,6.8
3513,The Squid and the Whale ,2005,R,"$1,882,642.09","$9,240,132.88",Noah Baumbach,7.4
3514,Kissing Jessica Stein ,2001,R,"$1,384,076.79","$9,720,288.27",Charles Herman-Wurmfeld,6.7
3515,Exotica ,1994,R,"$3,307,962.21","$8,488,598.22",Atom Egoyan,7.2
3516,Buffalo '66 ,1998,R,"$2,255,705.52","$3,557,895.75",Vincent Gallo,7.5
3517,Insidious ,2010,PG-13,"$1,686,172.36","$60,692,241.91",James Wan,6.8
3518,Nine Queens ,2000,R,"$2,135,191.64","$1,738,417.52",Fabián Bielinsky,7.9
3519,The Ballad of Jack and Rose ,2005,R,"$1,882,642.09","$893,996.44",Rebecca Miller,6.7
3520,The To Do List ,2013,R,"$1,578,317.03","$3,627,329.23",Maggie Carey,5.8
3521,Killing Zoe ,1993,R,"$2,544,498.27","$710,683.46",Roger Avary,6.5
3522,The Believer ,2001,R,"$2,076,115.19","$561,983.62",Henry Bean,7.2
3523,Session 9 ,2001,R,"$2,076,115.19","$517,599.05",Brad Anderson,6.5
3524,I Want Someone to Eat Cheese With ,2006,R,"$1,823,809.52","$236,569.98",Jeff Garlin,6.2
3525,Modern Times ,1936,G,"$26,451,798.56","$2,878,749.24",Charles Chaplin,8.6
3526,Stolen Summer ,2002,PG,"$2,043,802.11","$163,287.53",Pete Jones,6.5
3527,My Name Is Bruce ,2007,R,"$1,773,302.08","$204,598.87",Bruce Campbell,6.3
3528,Pontypool ,2008,Not Rated,"$1,707,732.82","$3,959.66",Bruce McDonald,6.7
3529,Trucker ,2008,R,"$2,276,977.10","$59,390.39",James Mottern,6.7
3530,The Lords of Salem ,2012,R,"$2,669,059.30","$1,242,188.74",Rob Zombie,5.1
3531,Jack Reacher ,2012,PG-13,"$64,057,423.10","$85,445,815.54",Christopher McQuarrie,7.0
3532,Snow White and the Seven Dwarfs ,1937,Approved,"$34,044,444.44","$3,147,842,700.22",William Cottrell,7.7
3533,The Holy Girl ,2004,R,"$1,816,664.90","$394,636.71",Lucrecia Martel,6.7
3534,Incident at Loch Ness ,2004,PG-13,"$1,816,664.90","$47,791.26",Zak Penn,6.6
3535,"Lock, Stock and Two Smoking Barrels ",1998,R,"$1,443,651.53","$5,489,901.51",Guy Ritchie,8.2
3536,The Celebration ,1998,R,"$1,954,944.79","$2,477,937.63",Thomas Vinterberg,8.1
3537,Trees Lounge ,1996,R,"$2,030,949.65","$1,086,134.69",Steve Buscemi,7.2
3538,Journey from the Fall ,2006,R,"$1,935,669.84","$776,883.28",Ham Tran,7.4
3539,The Basket ,1999,PG,"$1,912,701.08","$896,088.69",Rich Cowan,6.5
3540,Mercury Rising ,1998,R,"$90,228,220.86","$49,536,055.68",Harold Becker,6.1
3541,The Hebrew Hammer ,2003,R,"$1,332,173.91","$26,029.35",Jonathan Kesselman,6.2
3542,Friday the 13th Part 2 ,1981,R,"$3,370,737.07","$51,504,862.49",Steve Miner,6.1
3543,"Sex, Lies, and Videotape ",1989,R,"$2,372,129.03","$48,908,754.06",Steven Soderbergh,7.2
3544,Saw ,2004,R,"$1,557,141.34","$71,568,036.76",James Wan,7.7
3545,Super Troopers ,2001,R,"$1,660,892.15","$25,589,246.34",Jay Chandrasekhar,7.1
3546,The Day the Earth Stood Still ,2008,PG-13,"$91,079,083.90","$90,354,760.40",Scott Derrickson,5.5
3547,Monsoon Wedding ,2001,R,"$9,688,537.55","$19,206,797.67",Mira Nair,7.4
3548,You Can Count on Me ,2000,R,"$1,708,153.31","$13,067,764.27",Kenneth Lonergan,7.7
3549,Lucky Number Slevin ,2006,R,"$32,828,571.43","$27,350,439.75",Paul McGuigan,7.8
3550,But I'm a Cheerleader ,1999,R,"$1,765,570.23","$3,236,662.47",Jamie Babbit,6.6
3551,Home Run ,2013,PG-13,"$1,262,653.62","$3,009,277.12",David Boyd,6.0
3552,Reservoir Dogs ,1992,R,"$2,096,535.99","$4,912,933.35",Quentin Tarantino,8.4
3553,"The Good, the Bad and the Ugly ",1966,Approved,"$9,078,518.52","$46,149,135.80",Sergio Leone,8.9
3554,The Second Mother ,2015,R,"$4,136,749.68","$388,568.00",Anna Muylaert,7.9
3555,Blue Like Jazz ,2012,PG-13,"$1,281,148.46","$635,133.62",Steve Taylor,6.0
3556,Down and Out with the Dolls ,2001,R,"$1,660,892.15","$81,571.95",Kurt Voss,6.1
3557,Airborne ,1993,PG,"$4,410,463.67","$4,834,992.85",Rob Bowman,6.2
3558,Waiting... ,2005,R,"$3,765,284.18","$20,208,416.99",Rob McKittrick,6.8
3559,From a Whisper to a Scream ,1987,R,"$2,373,521.13","$3,020,845.07",Jeff Burr,5.9
3560,Beyond the Black Rainbow ,2010,R,"$1,236,526.40","$63,095.45",Panos Cosmatos,6.1
3561,The Raid: Redemption ,2011,R,"$1,198,689.42","$4,473,425.02",Gareth Evans,7.6
3562,Rocky ,1976,PG,"$4,135,592.27","$505,038,730.13",John G. Avildsen,8.1
3563,The Fog ,1980,R,"$2,974,757.28","$63,594,361.17",John Carpenter,6.8
3564,Unfriended ,2014,R,"$1,035,414.98","$32,654,213.46",Levan Gabriadze,5.7
3565,The Howling ,1981,R,"$2,696,589.66","$48,500,861.61",Joe Dante,6.6
3566,Dr. No ,1962,Approved,"$8,928,211.92","$130,408,994.01",Terence Young,7.3
3567,Chernobyl Diaries ,2012,R,"$1,067,623.72","$19,337,792.61",Bradley Parker,5.0
3568,Hellraiser ,1987,R,"$2,157,746.48","$31,425,477.98",Clive Barker,7.0
3569,God's Not Dead 2 ,2016,PG,"$5,106,517.73","$21,215,610.04",Harold Cronk,3.4
3570,Cry_Wolf ,2005,PG-13,"$1,255,094.73","$12,603,995.09",Jeff Wadlow,5.9
3571,Godzilla 2000 ,1999,PG,"$1,471,308,523.41","$14,768,097.46",Takao Okawara,6.0
3572,Blue Valentine ,2010,R,"$3,934,402.17","$10,905,667.09",Derek Cianfrance,7.4
3573,Transamerica ,2005,R,"$1,255,094.73","$11,312,310.59",Duncan Tucker,7.4
3574,The Devil Inside ,2012,R,"$1,067,623.72","$56,845,683.60",William Brent Bell,4.2
3575,Beyond the Valley of the Dolls ,1970,X,"$5,685,773.20","$56,857,731.96",Russ Meyer,6.2
3576,The Green Inferno ,2013,R,"$6,313,268.11","$7,561,895.76",Eli Roth,5.4
3577,The Sessions ,2012,R,"$1,067,623.72","$6,402,682.50",Ben Lewin,7.2
3578,Next Stop Wonderland ,1998,R,"$1,503,803.68","$5,092,928.92",Brad Anderson,6.7
3579,Juno ,2007,PG-13,"$8,866,510.40","$169,637,434.48",Jason Reitman,7.5
3580,Frozen River ,2008,R,"$1,138,488.55","$2,856,286.75",Courtney Hunt,7.2
3581,20 Feet from Stardom ,2013,PG-13,"$1,052,211.35","$5,204,500.40",Morgan Neville,7.4
3582,Two Girls and a Guy ,1997,R,"$1,527,227.41","$2,978,426.39",James Toback,5.6
3583,Walking and Talking ,1996,R,"$1,562,268.96","$1,995,418.97",Nicole Holofcener,6.8
3584,The Full Monty ,1997,R,"$5,345,295.95","$70,034,759.37",Peter Cattaneo,7.2
3585,Who Killed the Electric Car? ,2006,PG,"$1,215,873.02","$2,040,037.95",Chris Paine,7.7
3586,The Broken Hearts Club: A Romantic Comedy ,2000,R,"$1,423,461.09","$2,483,737.47",Greg Berlanti,7.0
3587,Goosebumps ,2015,PG,"$59,982,870.43","$82,757,476.93",Rob Letterman,6.4
3588,Slam ,1998,R,"$1,503,803.68","$1,477,057.03",Marc Levin,7.2
3589,Brigham City ,2001,PG-13,"$1,384,076.79","$1,104,965.25",Richard Dutcher,7.2
3590,Orgazmo ,1997,NC-17,"$1,527,227.41","$888,883.01",Trey Parker,6.2
3591,All the Real Girls ,2003,R,"$3,330,434.78","$730,979.81",David Gordon Green,6.9
3592,Dream with the Fishes ,1997,R,"$1,527,227.41","$709,633.85",Finn Taylor,7.0
3593,Blue Car ,2002,R,"$1,362,534.74","$632,387.80",Karen Moncrieff,6.7
3594,Wristcutters: A Love Story ,2006,R,"$1,215,873.02","$126,544.42",Goran Dukic,7.4
3595,The Battle of Shaker Heights ,2003,PG-13,"$1,332,173.91","$372,052.19",Efram Potelle,6.1
3596,The Lovely Bones ,2009,PG-13,"$74,265,977.43","$50,252,750.02",Peter Jackson,6.7
3597,The Act of Killing ,2012,Not Rated,"$1,067,623.72","$516,965.82",Joshua Oppenheimer,8.2
3598,Taxi to the Dark Side ,2007,R,"$1,182,201.39","$324,704.62",Alex Gibney,7.7
3599,Once in a Lifetime: The Extraordinary Story of the New York Cosmos ,2006,PG-13,"$1,215,873.02","$175,609.76",Paul Crowder,7.3
3600,Antarctica: A Year on Ice ,2013,PG,"$1,052,211.35","$302,785.39",Anthony Powell,7.6
3601,Hardflip ,2012,PG-13,"$1,067,623.72","$103,275.51",Johnny Remo,5.6
3602,The House of the Devil ,2009,R,"$1,028,298.15","$115,008.29",Ti West,6.4
3603,The Perfect Host ,2010,R,"$562,057.45","$54,440.88",Nick Tomnay,6.8
3604,Safe Men ,1998,R,"$1,503,803.68","$31,895.68",John Hamburg,6.1
3605,The Specials ,2000,R,"$1,423,461.09","$18,499.30",Craig Mazin,6.0
3606,Alone with Her ,2006,Not Rated,"$1,215,873.02","$12,180.62",Eric Nicholas,6.1
3607,Creative Control ,2015,R,"$1,034,187.42","$64,616.03",Benjamin Dickinson,5.5
3608,Special ,2006,R,"$1,215,873.02","$7,765.78",Hal Haberman,6.9
3609,In Her Line of Fire ,2006,R,"$1,215,873.02",$876.64,Brian Trenchard-Smith,4.1
3610,The Jimmy Show ,2001,R,"$2,076,115.19",$973.01,Frank Whaley,5.4
3611,Trance ,2013,R,"$21,044,227.05","$2,440,274.89",Danny Boyle,7.0
3612,On the Waterfront ,1954,Not Rated,"$8,292,163.57","$87,477,769.52",Elia Kazan,8.2
