,Movie Title,Year,Content Rating,Budget_ADJ,Gross_Income_ADJ,Director,IMDB Score
1814,Unaccompanied Minors ,2006,PG,"$31,612,698.41","$20,241,104.99",Paul Feig,5.1
1815,"Bright Lights, Big City ",1988,R,"$51,800,507.19","$33,396,982.54",James Bridges,5.6
1816,The Adventures of Pinocchio ,1996,G,"$39,056,724.03","$23,577,047.64",Steve Barron,5.3
1817,The Box ,2009,PG-13,"$18,280,855.98","$17,190,489.76",Richard Kelly,5.6
1818,The Ruins ,2008,R,"$9,107,908.39","$19,841,494.18",Carter Smith,5.9
1819,The Next Best Thing ,2000,PG-13,"$35,586,527.29","$21,328,531.76",John Schlesinger,4.7
1820,My Soul to Take ,2010,R,"$28,102,872.66","$16,454,220.70",Wes Craven,4.8
1821,The Girl Next Door ,2004,R,"$32,440,444.68","$18,931,522.04",Luke Greenfield,6.8
1822,Maximum Risk ,1996,R,"$39,056,724.03","$22,020,654.37",Ringo Lam,5.4
1823,Stealing Harvard ,2002,PG-13,"$34,063,368.54","$19,039,422.81",Bruce McCulloch,5.1
1824,Legend ,2015,R,"$31,025,622.63","$1,929,560.00",Brian Helgeland,7.0
1825,Shark Night 3D ,2011,PG-13,"$27,242,941.42","$20,552,514.16",David R. Ellis,4.0
1826,Angela's Ashes ,1999,R,"$36,782,713.09","$19,183,891.59",Alan Parker,7.3
1827,Draft Day ,2014,R,"$25,885,374.43","$29,852,199.34",Ivan Reitman,6.8
1828,The Conspirator ,2010,PG-13,"$28,102,872.66","$12,970,267.11",Robert Redford,7.0
1829,Lords of Dogtown ,2005,PG-13,"$31,377,368.15","$13,816,624.95",Catherine Hardwicke,7.1
1830,The 33 ,2015,PG-13,"$26,888,872.95","$12,605,340.24",Patricia Riggen,6.9
1831,Big Trouble in Little China ,1986,PG-13,"$55,912,408.76","$24,825,109.49",John Carpenter,7.3
1832,Warrior ,2011,PG-13,"$27,242,941.42","$14,876,457.13",Gavin O'Connor,8.2
1833,Michael Collins ,1996,R,"$43,743,530.91","$17,233,331.11",Neil Jordan,7.1
1834,Gettysburg ,1993,PG,"$42,408,304.50","$18,269,429.72",Ron Maxwell,7.7
1835,Stop-Loss ,2008,R,"$28,462,213.72","$12,422,902.42",Kimberly Peirce,6.5
1836,Abandon ,2002,PG-13,"$34,063,368.54","$14,605,509.94",Stephen Gaghan,4.9
1837,Brokedown Palace ,1999,PG-13,"$36,782,713.09","$14,881,277.87",Jonathan Kaplan,6.4
1838,The Possession ,2012,PG-13,"$14,946,732.06","$52,444,152.87",Ole Bornedal,5.9
1839,Mrs. Winterbourne ,1996,PG-13,"$39,056,724.03","$15,732,048.44",Richard Benjamin,6.2
1840,Straw Dogs ,2011,R,"$27,242,941.42","$11,250,725.65",Rod Lurie,5.8
1841,The Hoax ,2006,R,"$30,396,825.40","$8,701,921.71",Lasse Hallström,6.7
1842,Stone Cold ,1991,R,"$30,595,007.34","$16,712,637.94",Craig R. Baxley,5.9
1843,The Road ,2009,R,"$28,563,837.47","$64,773.64",John Hillcoat,7.3
1844,Underclassman ,2005,PG-13,"$31,377,368.15","$7,097,280.79",Marcos Siega,4.1
1845,Say It Isn't So ,2001,R,"$34,601,919.82","$7,635,547.52",J.B. Rogers,4.9
1846,The World's Fastest Indian ,2005,PG-13,"$31,377,368.15","$6,436,281.39",Roger Donaldson,7.9
1847,Snakes on a Plane ,2006,R,"$40,123,809.52","$41,357,188.68",David R. Ellis,5.6
1848,Tank Girl ,1995,R,"$40,209,973.75","$6,537,068.93",Rachel Talalay,5.2
1849,King's Ransom ,2005,PG-13,"$18,826,420.89","$5,029,046.59",Jeffrey W. Byrd,4.1
1850,Blindness ,2008,R,"$28,462,213.72","$3,499,021.60",Fernando Meirelles,6.6
1851,BloodRayne ,2005,R,"$31,377,368.15","$1,945,396.83",Uwe Boll,2.9
1852,Where the Truth Lies ,2005,R,"$31,377,368.15","$1,093,848.94",Atom Egoyan,6.5
1853,Without Limits ,1998,PG-13,"$37,595,092.02","$1,169,091.57",Robert Towne,7.2
1854,Me and Orson Welles ,2008,PG-13,"$28,462,213.72","$1,351,336.95",Richard Linklater,6.8
1855,The Best Offer ,2013,R,"$14,204,853.26","$89,893.57",Giuseppe Tornatore,7.8
1856,Bad Lieutenant: Port of Call New Orleans ,2009,R,"$22,851,069.98","$1,940,005.57",Werner Herzog,6.7
1857,Little White Lies ,2010,Not Rated,"$28,102,872.66","$206,457.19",Guillaume Canet,7.1
1858,Love Ranch ,2010,R,"$28,102,872.66","$151,647.60",Taylor Hackford,5.7
1859,The Counselor ,2013,R,"$26,305,283.81","$17,855,384.80",Ridley Scott,5.3
1860,Dangerous Liaisons ,1988,R,"$29,008,284.02","$71,899,103.97",Stephen Frears,7.7
1861,On the Road ,2012,R,"$26,690,592.96","$766,290.13",Walter Salles,6.1
1862,Star Trek IV: The Voyage Home ,1986,PG,"$55,912,408.76","$245,373,019.31",Leonard Nimoy,7.3
1863,Rocky Balboa ,2006,PG,"$29,180,952.38","$85,438,388.87",Sylvester Stallone,7.2
1864,Point Break ,2015,PG-13,"$108,589,679.22","$29,755,870.07",Ericson Core,5.3
1865,Scream 2 ,1997,R,"$36,653,457.94","$154,760,633.99",Wes Craven,6.1
1866,Jane Got a Gun ,2016,R,"$25,532,588.63","$1,545,043.32",Gavin O'Connor,5.8
1867,Think Like a Man Too ,2014,PG-13,"$24,849,959.45","$67,490,607.48",Tim Story,5.7
1868,The Whole Nine Yards ,2000,R,"$34,163,066.20","$81,510,929.38",Jonathan Lynn,6.7
1869,Footloose ,1984,PG,"$19,345,370.55","$188,735,322.43",Herbert Ross,6.5
1870,Old School ,2003,R,"$31,972,173.91","$99,391,557.34",Todd Phillips,7.2
1871,The Fisher King ,1991,R,"$43,192,951.54","$75,399,579.69",Terry Gilliam,7.6
1872,I Still Know What You Did Last Summer ,1998,R,"$36,091,288.34","$60,135,617.43",Danny Cannon,4.6
1873,Return to Me ,2000,PG,"$34,163,066.20","$46,493,511.79",Bonnie Hunt,6.9
1874,Zack and Miri Make a Porno ,2008,R,"$27,323,725.17","$35,808,612.78",Kevin Smith,6.6
1875,Nurse Betty ,2000,R,"$34,163,066.20","$35,824,629.63",Neil LaBute,6.3
1876,The Men Who Stare at Goats ,2009,R,"$28,563,837.47","$37,037,138.76",Grant Heslov,6.2
1877,Double Take ,2001,PG-13,"$33,217,843.03","$27,983.26",George Gallo,5.3
1878,"Girl, Interrupted ",1999,R,"$35,311,404.56","$42,478,427.93",James Mangold,7.3
1879,Win a Date with Tad Hamilton! ,2004,PG-13,"$31,142,826.89","$22,013,752.27",Robert Luketic,5.6
1880,Muppets from Space ,1999,G,"$35,311,404.56","$23,969,051.84",Tim Hill,6.2
1881,The Wiz ,1978,G,"$90,228,220.86","$48,873,619.63",Sidney Lumet,5.2
1882,Ready to Rumble ,2000,PG-13,"$34,163,066.20","$17,611,644.25",Brian Robbins,5.3
1883,Play It to the Bone ,1999,R,"$35,311,404.56","$12,399,017.07",Ron Shelton,5.4
1884,I Don't Know How She Does It ,2011,PG-13,"$26,153,223.76","$10,504,052.21",Douglas McGrath,4.9
1885,Piranha 3D ,2010,R,"$26,978,757.75","$28,106,325.94",Alexandre Aja,5.5
1886,Beyond the Sea ,2004,PG-13,"$29,845,209.11","$7,973,609.56",Kevin Spacey,6.7
1887,The Princess and the Cobbler ,1993,G,"$47,497,301.04","$1,135,314.42",Richard Williams,7.2
1888,The Bridge of San Luis Rey ,2004,PG,"$31,142,826.89","$55,641.85",Mary McGuckian,5.1
1889,Faster ,2010,R,"$26,978,757.75","$26,108,592.77",George Tillman Jr.,6.5
1890,Howl's Moving Castle ,2004,PG,"$31,142,826.89","$6,112,370.19",Hayao Miyazaki,8.2
1891,Zombieland ,2009,R,"$26,964,262.57","$86,365,945.75",Ruben Fleischer,7.7
1892,King Kong ,2005,PG-13,"$259,804,608.29","$273,674,986.44",Peter Jackson,7.2
1893,The Waterboy ,1998,PG-13,"$30,076,073.62","$242,845,123.99",Frank Coraci,6.1
1894,Star Wars: Episode V - The Empire Strikes Back ,1980,PG,"$53,545,631.07","$863,151,857.34",Irvin Kershner,8.8
1895,Bad Boys ,1995,R,"$30,559,580.05","$105,843,948.31",Michael Bay,6.8
1896,The Naked Gun 2½: The Smell of Fear ,1991,PG-13,"$41,393,245.23","$156,449,209.58",David Zucker,6.8
1897,Final Destination ,2000,R,"$32,739,605.11","$75,873,770.08",James Wong,6.7
1898,The Ides of March ,2011,R,"$13,621,470.71","$44,637,596.57",George Clooney,7.1
1899,Pitch Black ,2000,R,"$32,739,605.11","$55,849,621.20",David Twohy,7.1
1900,Someone Like You... ,2001,PG-13,"$31,833,766.23","$37,837,937.04",Tony Goldwyn,6.1
1901,Her ,2013,R,"$24,200,861.10","$26,890,381.71",Spike Jonze,8.0
1902,Eddie the Eagle ,2016,PG-13,"$23,489,981.54","$16,121,921.93",Dexter Fletcher,7.5
1903,Joy Ride ,2001,R,"$31,833,766.23","$30,412,571.27",John Dahl,6.6
1904,The Adventurer: The Curse of the Midas Box ,2013,PG,"$26,305,283.81","$5,004.32",Jonathan Newman,5.4
1905,Anywhere But Here ,1999,PG-13,"$33,840,096.04","$27,445,222.74",Wayne Wang,6.1
1906,Chasing Liberty ,2004,PG-13,"$29,845,209.11","$15,817,330.18",Andy Cadiff,6.1
1907,The Crew ,2000,PG-13,"$32,739,605.11","$18,532,400.09",Michael Dinner,5.6
1908,Haywire ,2011,R,"$25,063,506.11","$20,633,649.09",Steven Soderbergh,5.8
1909,Jaws: The Revenge ,1987,PG-13,"$49,628,169.01","$44,801,318.19",Joseph Sargent,2.8
1910,Marvin's Room ,1996,PG-13,"$35,932,186.11","$19,969,715.49",Jerry Zaks,6.7
1911,The Longshots ,2008,PG,"$26,185,236.62","$13,102,207.80",Fred Durst,5.1
1912,The End of the Affair ,1999,R,"$33,840,096.04","$15,684,365.14",Neil Jordan,7.2
1913,Harley Davidson and the Marlboro Man ,1991,R,"$41,393,245.23","$13,380,323.33",Simon Wincer,6.0
1914,Coco Before Chanel ,2009,PG-13,"$22,199,814.48","$6,979,945.02",Anne Fontaine,6.7
1915,Chéri ,2009,R,"$26,278,730.48","$3,094,249.68",Stephen Frears,6.2
1916,Vanity Fair ,2004,PG-13,"$29,845,209.11","$20,922,595.86",Mira Nair,6.2
1917,1408 ,2007,PG-13,"$29,555,034.68","$85,089,667.16",Mikael Håfström,6.8
1918,Spaceballs ,1987,PG,"$48,980,845.07","$82,252,180.22",Mel Brooks,7.1
1919,The Water Diviner ,2014,R,"$23,296,836.98","$4,338,937.52",Russell Crowe,7.1
1920,Ghost ,1990,PG-13,"$41,259,678.65","$408,154,443.20",Jerry Zucker,7.0
1921,There's Something About Mary ,1998,R,"$34,587,484.66","$265,397,000.10",Bobby Farrelly,7.1
1922,The Santa Clause ,1994,PG,"$36,387,584.35","$239,551,636.09",John Pasquin,6.4
1923,The Rookie ,2002,G,"$27,250,694.83","$103,003,596.08",John Lee Hancock,7.0
1924,The Game Plan ,2007,PG,"$26,008,430.52","$107,151,167.02",Andy Fickman,6.2
1925,The Bridges of Madison County ,1995,PG-13,"$56,293,963.25","$114,132,821.04",Clint Eastwood,7.5
1926,The Animal ,2001,PG-13,"$30,449,689.44","$77,179,207.07",Luke Greenfield,4.8
1927,The Hundred-Foot Journey ,2014,PG,"$22,779,129.49","$56,156,187.90",Lasse Hallström,7.3
1928,The Net ,1995,PG-13,"$35,384,776.90","$81,590,861.94",Irwin Winkler,5.8
1929,I Am Sam ,2001,PG-13,"$30,449,689.44","$55,738,011.19",Jessie Nelson,7.6
1930,Son of God ,2014,PG-13,"$22,779,129.49","$61,810,314.70",Christopher Spencer,5.6
1931,Underworld ,2003,R,"$29,307,826.09","$68,585,573.80",Len Wiseman,7.0
1932,Derailed ,2005,R,"$27,612,083.97","$45,208,591.10",Mikael Håfström,6.6
1933,The Informant! ,2009,R,"$23,993,623.48","$38,062,549.68",Steven Soderbergh,6.5
1934,Shadowlands ,1993,PG,"$37,319,307.96","$43,836,616.19",Richard Attenborough,7.4
1935,Deuce Bigalow: European Gigolo ,2005,R,"$27,612,083.97","$27,944,040.21",Mike Bigelow,4.6
1936,Delivery Man ,2013,PG-13,"$27,357,495.16","$32,260,607.51",Ken Scott,6.4
1937,Victor Frankenstein ,2015,PG-13,"$41,367,496.85","$5,970,900.73",Paul McGuigan,6.0
1938,Saving Silverman ,2001,PG-13,"$30,449,689.44","$26,784,057.56",Dennis Dugan,5.9
1939,Diary of a Wimpy Kid: Dog Days ,2012,PG,"$23,487,721.80","$52,316,567.56",David Bowers,6.4
1940,Summer of Sam ,1999,R,"$32,368,787.52","$28,372,392.82",Spike Lee,6.6
1941,Jay and Silent Bob Strike Back ,2001,R,"$30,449,689.44","$41,604,498.57",Kevin Smith,6.9
1942,The Island ,2005,PG-13,"$158,141,935.48","$44,931,168.73",Michael Bay,6.9
1943,The Glass House ,2001,PG-13,"$41,522,303.78","$24,846,159.04",Daniel Sackheim,5.8
1944,"Hail, Caesar! ",2016,PG-13,"$22,468,678.00","$30,636,139.47",Ethan Coen,6.4
1945,Josie and the Pussycats ,2001,PG-13,"$30,449,689.44","$19,727,011.23",Harry Elfont,5.3
1946,Homefront ,2013,R,"$23,148,649.75","$20,816,714.75",Gary Fleder,6.5
1947,The Little Vampire ,2000,PG,"$31,316,144.02","$19,296,421.48",Uli Edel,5.7
1948,I Heart Huckabees ,2004,R,"$28,547,591.32","$16,589,670.99",David O. Russell,6.7
1949,RoboCop 3 ,1993,PG-13,"$39,863,806.23","$18,144,325.23",Fred Dekker,3.9
1950,Megiddo: The Omega Code 2 ,2001,PG-13,"$30,449,689.44","$8,269,378.56",Brian Trenchard-Smith,4.1
1951,Darling Lili ,1970,G,"$157,938,144.33","$31,587,628.87",Blake Edwards,6.2
1952,Dudley Do-Right ,1999,PG,"$32,368,787.52","$14,263,019.31",Hugh Wilson,3.8
1953,The Transporter Refueled ,2015,PG-13,"$25,854,685.53","$16,575,817.41",Camille Delamarre,5.1
1954,Black Book ,2006,R,"$25,533,333.33","$5,347,886.15",Paul Verhoeven,7.8
1955,Joyeux Noel ,2005,PG-13,"$27,612,083.97","$1,318,407.98",Christian Carion,7.8
1956,Hit and Run ,2012,R,"$2,135,247.44","$14,676,142.83",David Palmer,6.1
1957,Mad Money ,2008,PG-13,"$25,046,748.07","$23,531,241.07",Callie Khouri,5.8
1958,Before I Go to Sleep ,2014,R,"$22,779,129.49","$3,067,947.00",Rowan Joffe,6.3
1959,Stone ,2010,R,"$24,730,527.94","$2,018,937.35",John Curran,5.4
1960,Molière ,2007,PG-13,"$18,915,222.19","$749,843.15",Laurent Tirard,7.3
1961,Out of the Furnace ,2013,R,"$23,148,649.75","$11,918,225.42",Scott Cooper,6.8
1962,Michael Clayton ,2007,R,"$29,555,034.68","$57,957,386.35",Tony Gilroy,7.3
1963,My Fellow Americans ,1996,PG-13,"$33,588,782.66","$34,829,756.95",Peter Segal,6.5
1964,Arlington Road ,1999,R,"$31,633,133.25","$35,844,755.37",Mark Pellington,7.2
1965,To Rome with Love ,2012,R,"$18,149,603.21","$17,812,609.92",Woody Allen,6.3
1966,Firefox ,1982,PG,"$53,342,176.17","$118,622,839.38",Clint Eastwood,5.9
1967,South Park: Bigger Longer & Uncut ,1999,R,"$30,897,478.99","$76,520,237.42",Trey Parker,7.8
1968,Death at a Funeral ,2007,R,"$10,639,812.48","$10,142,914.33",Frank Oz,7.4
1969,Teenage Mutant Ninja Turtles III ,1993,PG,"$28,837,647.06","$72,365,530.80",Stuart Gillard,4.8
1970,Hardball ,2001,PG-13,"$29,065,612.65","$55,667,164.45",Brian Robbins,6.3
1971,Silver Linings Playbook ,2012,R,"$22,420,098.09","$141,021,253.25",David O. Russell,7.8
1972,Freedom Writers ,2007,PG-13,"$24,826,229.13","$43,246,857.27",Richard LaGravenese,7.5
1973,The Transporter ,2002,PG-13,"$28,613,229.57","$34,467,287.87",Louis Leterrier,6.8
1974,Never Back Down ,2008,PG-13,"$22,769,770.97","$28,289,495.90",Jeff Wadlow,6.6
1975,The Rage: Carrie 2 ,1999,R,"$30,897,478.99","$26,126,153.45",Katt Shea,4.6
1976,Away We Go ,2009,R,"$19,423,409.48","$10,775,408.34",Sam Mendes,7.1
1977,Swing Vote ,2008,PG-13,"$23,908,259.52","$18,539,557.38",Joshua Michael Stern,6.1
1978,Moonlight Mile ,2002,PG-13,"$28,613,229.57","$9,307,416.23",Brad Silberling,6.7
1979,Tinker Tailor Soldier Spy ,2011,R,"$21,794,353.14","$26,266,677.54",Tomas Alfredson,7.1
1980,Molly ,1999,PG-13,"$30,897,478.99","$22,942.11",John Duigan,5.8
1981,The Beaver ,2011,PG-13,"$22,884,070.79","$1,044,297.14",Jodie Foster,6.7
1982,The Best Little Whorehouse in Texas ,1982,R,"$88,903,626.94","$177,045,222.80",Colin Higgins,5.8
1983,eXistenZ ,1999,R,"$45,610,564.23","$4,179,129.74",David Cronenberg,6.8
1984,Raiders of the Lost Ark ,1981,PG,"$48,538,613.86","$653,584,446.25",Steven Spielberg,8.5
1985,Home Alone 2: Lost in New York ,1992,PG,"$31,448,039.91","$303,273,568.65",Chris Columbus,6.6
1986,Close Encounters of the Third Kind ,1977,PG,"$78,474,278.13","$518,958,679.87",Steven Spielberg,7.7
1987,Pulse ,2006,PG-13,"$24,317,460.32","$24,632,732.54",Jim Sonzero,4.7
1988,Beverly Hills Cop II ,1987,R,"$60,416,901.41","$331,570,190.35",Tony Scott,6.4
1989,Bringing Down the House ,2003,PG-13,"$43,961,739.13","$176,567,979.67",Adam Shankman,5.5
1990,The Silence of the Lambs ,1991,R,"$34,194,419.97","$235,270,207.34",Jonathan Demme,8.6
1991,Wayne's World ,1992,PG-13,"$34,942,266.57","$212,619,062.24",Penelope Spheeris,7.0
1992,Jackass 3D ,2010,R,"$22,482,298.13","$131,773,550.41",Jeff Tremaine,7.1
1993,Jaws 2 ,1978,PG,"$75,190,184.05","$386,937,619.71",Jeannot Szwarc,5.7
1994,Beverly Hills Chihuahua ,2008,PG,"$22,769,770.97","$107,584,060.92",Raja Gosnell,3.7
1995,The Conjuring ,2013,R,"$21,044,227.05","$144,560,447.26",James Wan,7.5
1996,Are We There Yet? ,2005,PG,"$40,163,031.23","$103,296,204.95",Brian Levant,4.6
1997,Tammy ,2014,R,"$20,708,299.54","$87,511,363.52",Ben Falcone,4.9
1998,Disturbia ,2007,PG-13,"$23,644,027.74","$94,635,423.19",D.J. Caruso,6.9
1999,School of Rock ,2003,PG-13,"$46,626,086.96","$108,249,581.34",Richard Linklater,7.1
2000,Mortal Kombat ,1995,PG-13,"$28,951,181.10","$113,167,408.52",Paul W.S. Anderson,5.8
2001,Wicker Park ,2004,PG-13,"$38,928,533.62","$16,649,890.84",Paul McGuigan,7.0
2002,White Chicks ,2004,PG-13,"$48,011,858.13","$89,728,968.47",Keenen Ivory Wayans,5.4
2003,The Descendants ,2011,R,"$21,794,353.14","$90,037,878.89",Alexander Payne,7.3
2004,Holes ,2003,PG,"$26,643,478.26","$89,689,353.38",Andrew Davis,7.1
2005,The Last Song ,2010,PG,"$22,482,298.13","$70,744,814.82",Julie Anne Robinson,5.8
2006,12 Years a Slave ,2013,R,"$21,044,227.05","$59,626,576.13",Steve McQueen,8.1
2007,Drumline ,2002,PG-13,"$27,250,694.83","$76,844,455.08",Charles Stone III,5.7
2008,Why Did I Get Married Too? ,2010,PG-13,"$22,482,298.13","$67,528,500.62",Tyler Perry,4.4
2009,Edward Scissorhands ,1990,PG-13,"$37,508,798.78","$105,704,205.99",Tim Burton,7.9
2010,Me Before You ,2016,PG-13,"$20,426,070.91","$57,350,375.29",Thea Sharrock,7.6
2011,Madea's Witness Protection ,2012,PG-13,"$21,352,474.37","$70,060,807.93",Tyler Perry,4.8
2012,Date Movie ,2006,PG-13,"$24,317,460.32","$59,026,474.20",Aaron Seltzer,2.7
2013,Return to Never Land ,2002,G,"$27,250,694.83","$65,978,521.20",Robin Budd,5.8
2014,Selma ,2014,PG-13,"$20,708,299.54","$53,909,916.19",Ava DuVernay,7.5
2015,The Jungle Book 2 ,2003,G,"$26,643,478.26","$63,795,068.41",Steve Trenbirth,5.4
2016,Boogeyman ,2005,PG-13,"$25,101,894.52","$58,190,104.89",Stephen Kay,4.1
2017,Premonition ,2007,PG-13,"$23,644,027.74","$56,571,414.82",Mennan Yapo,5.9
2018,The Tigger Movie ,2000,G,"$42,703,832.75","$64,827,864.32",Jun Falkenstein,6.3
2019,Max ,2015,PG,"$20,683,748.42","$44,110,164.99",Boaz Yakin,6.8
2020,Epic Movie ,2007,PG-13,"$23,644,027.74","$46,977,899.04",Jason Friedberg,2.3
2021,Conan the Barbarian ,1982,R,"$50,802,072.54","$95,425,190.60",John Milius,6.9
2022,Spotlight ,2015,R,"$20,683,748.42","$46,526,209.86",Tom McCarthy,8.1
2023,Lakeview Terrace ,2008,PG-13,"$25,046,748.07","$44,701,051.96",Neil LaBute,6.1
2024,The Grudge 2 ,2006,PG-13,"$24,317,460.32","$47,593,937.58",Takashi Shimizu,5.0
2025,How Stella Got Her Groove Back ,1998,R,"$30,076,073.62","$56,651,818.60",Kevin Rodney Sullivan,5.5
2026,Bill & Ted's Bogus Journey ,1991,PG,"$35,994,126.28","$68,456,352.32",Peter Hewitt,6.2
2027,Man of the Year ,2006,PG-13,"$24,317,460.32","$45,524,936.32",Barry Levinson,6.2
2028,The American ,2010,R,"$22,482,298.13","$40,014,249.38",Anton Corbijn,6.3
2029,Selena ,1997,PG,"$30,544,548.29","$54,098,714.01",Gregory Nava,6.7
2030,Vampires Suck ,2010,PG-13,"$22,482,298.13","$41,207,925.64",Jason Friedberg,3.5
2031,Babel ,2006,R,"$30,396,825.40","$41,705,381.88",Alejandro G. Iñárritu,7.5
2032,This Is Where I Leave You ,2014,R,"$20,501,216.55","$35,504,526.59",Shawn Levy,6.6
2033,Doubt ,2008,PG-13,"$22,769,770.97","$38,051,197.27",John Patrick Shanley,7.5
2034,Team America: World Police ,2004,R,"$38,928,533.62","$42,529,207.57",Trey Parker,7.2
2035,Texas Chainsaw 3D ,2013,R,"$11,574,324.88","$36,126,893.94",John Luessenhop,4.8
2036,Copycat ,1995,R,"$32,167,979.00","$51,552,269.65",Jon Amiel,6.6
2037,Scary Movie 5 ,2013,PG-13,"$21,044,227.05","$33,685,798.32",Malcolm D. Lee,3.5
2038,Milk ,2008,R,"$22,769,770.97","$36,247,200.69",Gus Van Sant,7.6
2039,Risen ,2016,PG-13,"$20,426,070.91","$37,660,307.80",Kevin Reynolds,6.3
2040,Ghost Ship ,2002,R,"$47,688,715.95","$40,984,113.05",Steve Beck,5.5
2041,A Very Harold & Kumar 3D Christmas ,2011,R,"$20,704,635.48","$38,176,905.77",Todd Strauss-Schulson,6.3
2042,Wild Things ,1998,R,"$30,076,073.62","$44,744,090.51",John McNaughton,6.5
2043,The Debt ,2010,R,"$22,482,298.13","$35,012,323.62",John Madden,6.9
2044,High Fidelity ,2000,R,"$28,469,221.84","$38,827,826.49",Stephen Frears,7.6
2045,One Missed Call ,2008,PG-13,"$30,739,190.81","$30,598,620.50",Eric Valette,3.9
2046,Eye for an Eye ,1996,R,"$31,245,379.22","$83,028,346.21",John Schlesinger,6.1
2047,The Bank Job ,2008,R,"$22,769,770.97","$34,187,208.13",Roger Donaldson,7.3
2048,Eternal Sunshine of the Spotless Mind ,2004,R,"$25,952,355.74","$44,282,683.68",Michel Gondry,8.3
2049,You Again ,2010,PG,"$22,482,298.13","$28,864,798.86",Andy Fickman,5.8
2050,Street Kings ,2008,R,"$22,769,770.97","$30,073,913.89",David Ayer,6.8
2051,The World's End ,2013,R,"$21,044,227.05","$27,360,808.57",Edgar Wright,7.0
2052,Nancy Drew ,2007,PG,"$23,644,027.74","$30,246,250.10",Andrew Fleming,5.9
2053,Daybreakers ,2009,R,"$22,851,069.98","$34,249,159.69",Michael Spierig,6.5
2054,She's Out of My League ,2010,R,"$22,482,298.13","$35,504,856.81",Jim Field Smith,6.4
2055,Monte Carlo ,2011,PG,"$21,794,353.14","$25,258,895.75",Thomas Bezucha,5.8
2056,Stay Alive ,2006,PG-13,"$10,942,857.14","$28,060,274.93",William Brent Bell,5.1
2057,Quigley Down Under ,1990,PG-13,"$37,508,798.78","$40,158,992.33",Simon Wincer,6.8
2058,Alpha and Omega ,2010,PG,"$22,482,298.13","$28,190,527.76",Anthony Bell,5.3
2059,The Covenant ,2006,PG-13,"$24,317,460.32","$28,320,241.95",Renny Harlin,5.3
2060,Shorts ,2009,PG,"$45,702,139.96","$23,898,002.03",Robert Rodriguez,4.9
2061,To Die For ,1995,R,"$32,167,979.00","$34,098,057.74",Gus Van Sant,6.8
2062,Vampires ,1998,R,"$30,076,073.62","$30,439,084.31",John Carpenter,6.1
2063,Psycho ,1960,R,"$6,682,393.54","$264,994,594.59",Alfred Hitchcock,8.5
2064,My Best Friend's Girl ,2008,R,"$45,539,541.95","$21,804,177.85",Howard Deutch,5.9
2065,Endless Love ,2014,PG-13,"$20,708,299.54","$24,222,254.65",Shana Feste,6.3
2066,Georgia Rule ,2007,R,"$23,644,027.74","$22,323,366.93",Garry Marshall,5.9
2067,Under the Rainbow ,1981,PG,"$53,931,793.18","$22,921,012.10",Steve Rash,5.4
2068,Simon Birch ,1998,PG,"$45,114,110.43","$27,448,453.39",Mark Steven Johnson,6.9
2069,Reign Over Me ,2007,R,"$23,644,027.74","$23,244,428.30",Mike Binder,7.5
2070,Into the Wild ,2007,R,"$17,733,020.81","$21,696,296.58",Sean Penn,8.2
2071,School for Scoundrels ,2006,PG-13,"$24,317,460.32","$21,647,155.14",Todd Phillips,5.9
2072,Silent Hill: Revelation 3D ,2012,R,"$21,352,474.37","$18,714,543.78",Michael J. Bassett,5.0
2073,From Dusk Till Dawn ,1996,R,"$29,683,110.26","$40,234,424.86",Robert Rodriguez,7.3
2074,Pooh's Heffalump Movie ,2005,G,"$25,101,894.52","$22,694,153.43",Frank Nissen,6.4
2075,Home for the Holidays ,1995,PG-13,"$32,167,979.00","$28,176,286.66",Jodie Foster,6.6
2076,Kung Fu Hustle ,2004,R,"$25,952,355.74","$22,195,322.74",Stephen Chow,7.8
2077,The Country Bears ,2002,G,"$47,688,715.95","$23,148,097.27",Peter Hastings,4.0
2078,The Kite Runner ,2007,PG-13,"$23,644,027.74","$18,676,307.57",Marc Forster,7.6
2079,21 Grams ,2003,R,"$26,643,478.26","$21,646,095.59",Alejandro G. Iñárritu,7.7
2080,Paparazzi ,2004,PG-13,"$25,952,355.74","$20,388,264.10",Paul Abascal,5.8
2081,Twilight ,2008,PG-13,"$42,124,076.30","$217,963,034.94",Catherine Hardwicke,5.2
2082,A Guy Thing ,2003,PG-13,"$26,643,478.26","$20,527,230.70",Chris Koch,5.6
2083,Loser ,2000,PG-13,"$28,469,221.84","$22,012,439.33",Amy Heckerling,5.3
2084,The Greatest Story Ever Told ,1965,G,"$155,631,746.03","$62,252,698.41",George Stevens,6.6
2085,Disaster Movie ,2008,PG-13,"$28,462,213.72","$16,137,681.26",Jason Friedberg,1.9
2086,Armored ,2009,PG-13,"$30,848,944.47","$18,268,146.22",Nimród Antal,5.7
2087,The Man Who Knew Too Little ,1997,PG,"$30,544,548.29","$21,078,418.60",Jon Amiel,6.6
2088,What's Your Number? ,2011,R,"$21,794,353.14","$15,242,406.11",Mark Mylod,6.0
2089,Lockout ,2012,PG-13,"$21,352,474.37","$15,258,019.11",James Mather,6.1
2090,Envy ,2004,PG-13,"$51,904,711.49","$15,806,910.31",Barry Levinson,4.8
2091,Crank: High Voltage ,2009,R,"$22,851,069.98","$15,573,262.41",Mark Neveldine,6.2
